Latitude,Longitude,TotalAssessedValue,LotSizeOrArea,SalesPriceFromAssessment,YearBuilt,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths,GarageParkingNumberOfCars,GarageTypeParking_Type Not Specified,PoolType_No Pool,PoolType_Pool w/Hot Tub/Spa,CountyLandUseDescription_CONDOMINIUM,CountyLandUseDescription_SINGLE FAMILY RESIDENTIAL
0.014845782016400322,0.06772697150442859,0.052469218195715414,0.21229659707281598,0.10413099315068493,0.8823529411764706,0.5,0.6,0.0,0.75,1,0,1,0,1
0.01283863228778543,0.06668560068168436,0.04741550058346351,0.17175237114026848,0.09995719178082192,0.7647058823529411,0.6666666666666666,0.6,0.0,0.5,1,1,0,0,1
0.008468034062133006,0.06299346776480437,0.07837466059238653,0.15263173843216873,0.1795804794520548,0.8823529411764706,0.8333333333333334,0.6,0.0,0.5,1,0,0,0,1
0.00536823477708391,0.04706996118534884,0.03671938550230486,0.13757158873973516,0.07780393835616438,0.8235294117647058,0.5,0.4,0.5,0.5,1,1,0,0,1
0.0020665328566993975,0.028836504780945932,0.0412411893634433,0.16905548316717675,0.08636558219178082,0.8235294117647058,0.5,0.6,0.0,0.75,1,1,0,0,1
0.0012945521918540069,0.03690239515308265,0.06113617513662988,0.13266264658646706,0.13398972602739725,0.8235294117647058,0.5,0.4,0.5,0.5,1,1,0,0,1
0.0010570196795159897,0.0396099592919486,0.042147682700176464,0.1542680524832581,0.0880779109589041,0.8235294117647058,0.5,0.6,0.0,0.75,1,1,0,0,1
0.0,0.04513869165967902,0.0772551409379663,0.19735765582861126,0.20804794520547945,0.8235294117647058,0.5,0.6,0.0,0.75,1,0,1,0,1
0.00178149384194441,0.05833570008535853,0.0363804765100321,0.15708614890457864,0.07673373287671233,0.8235294117647058,0.6666666666666666,0.6,0.0,0.5,1,1,0,0,1
0.0022209289896178426,0.07151377449585891,0.0459780140270581,0.2362352655980122,0.09032534246575342,0.8235294117647058,0.5,0.6,0.0,0.75,1,0,1,0,1
0.009786339505237692,0.07518697339782884,0.04723446273335856,0.18887306445259233,0.09310787671232877,0.8823529411764706,0.8333333333333334,0.6,0.0,0.5,1,0,1,0,1
0.011508450219097598,0.07660702451958157,0.04109206326996702,0.16808581558134603,0.0841181506849315,0.8823529411764706,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.15615387356145963,0.1299252106408577,0.06611287495163375,0.14332899003060515,0.14704623287671234,0.6470588235294118,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.14950296321810486,0.12935719019221043,0.02073573782282654,0.11969334262598103,0.043450342465753425,0.6470588235294118,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.14637941068180507,0.1274259206665406,0.02467492199263145,0.11969334262598103,0.046875,0.6470588235294118,0.5,0.4,0.5,0.5,1,0,1,0,1
0.14155750068289608,0.12528637697632194,0.04327119132417527,0.12363261719341838,0.09332191780821918,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.1616052447178787,0.1178263750829217,0.04183930466737057,0.1333292930517257,0.0920376712328767,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.14703262509056583,0.11174855628145405,0.021159949395318237,0.1636314051089361,0.04569777397260274,0.6470588235294118,0.5,0.6,0.0,0.5,1,1,0,0,1
0.1490635280704314,0.10311464546067005,0.03680975100545047,0.1090876034059574,0.0764126712328767,0.6470588235294118,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.1521276974785623,0.10536779324061818,0.039728679494579144,0.11211781461167844,0.0818707191780822,0.6470588235294118,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.1487666124300933,0.09555997349245042,0.038004217261376004,0.12832944456228598,0.08347602739726027,0.5882352941176471,0.5,0.6,0.0,0.5,1,1,0,0,1
0.143279611396756,0.08702073274648581,0.057257515909084636,0.1090876034059574,0.12607020547945205,0.5882352941176471,0.5,0.6,0.0,0.5,1,1,0,0,1
0.14983550873527682,0.08815677364404943,0.03074973910604737,0.12763249598497015,0.06785102739726027,0.5882352941176471,0.5,0.6,0.0,0.5,1,1,0,0,1
0.1513794700649676,0.08950108870589285,0.05117740573988175,0.11817823702312051,0.11365582191780822,0.5882352941176471,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.1685768239527379,0.09985799488779781,0.02749458650801614,0.14575315899518196,0.06035958904109589,0.7058823529411765,0.5,0.6,0.0,0.5,1,1,0,0,1
0.1689806292235775,0.1126005869545595,0.028674554393742595,0.1257537650374231,0.057148972602739725,0.6470588235294118,0.6666666666666666,0.4,0.5,0.0,0,0,0,0,1
0.17504958491192354,0.15291110479979492,0.06784523841304062,0.2121147844004727,0.12564212328767124,0.6470588235294118,0.5,0.6,0.0,0.75,1,0,1,0,1
0.17510896804000806,0.16234024424895416,0.06407604571604612,0.13817763098087937,0.13741438356164384,0.5882352941176471,0.5,0.6,0.0,0.5,1,1,0,0,1
0.18018028717675383,0.16654359556948217,0.029214522794966658,0.16969182752037817,0.05928938356164384,0.6470588235294118,0.5,0.6,0.0,0.5,1,1,0,0,1
0.1694675708737523,0.13297358704918108,0.03698726015169745,0.20363019302445381,0.06410530821917808,0.5882352941176471,0.6666666666666666,0.6,0.0,0.5,1,0,1,0,1
0.1659045831897791,0.13854018744673163,0.033104305110759874,0.20193327474925002,0.06785102739726027,0.7058823529411765,0.5,0.6,0.0,0.5,1,1,0,0,1
0.18534661931850233,0.11252485089465018,0.027110801607984323,0.15817702493863822,0.053082191780821915,0.6470588235294118,0.6666666666666666,0.4,0.5,0.5,1,0,0,0,1
0.17462202638983326,0.12153744201471174,0.023633417377853915,0.14666222235689827,0.05008561643835616,0.6470588235294118,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.20499055808264535,0.16122313736630062,0.02781263012095476,0.17499469713038998,0.05757705479452055,0.6470588235294118,0.8333333333333334,0.6,0.0,0.5,1,1,0,0,1
0.20673642204775594,0.16442298589417356,0.03616069962844282,0.2272658404290779,0.0642123287671233,0.6470588235294118,0.5,0.6,0.0,0.5,1,0,1,0,1
0.20640387653058398,0.1683423269905125,0.05510546682143869,0.17817641889639707,0.1170804794520548,0.6470588235294118,0.5,0.6,0.0,0.5,1,1,0,0,1
0.20317343436378274,0.14993846445138084,0.03767666149021153,0.14072300839368504,0.07908818493150685,0.5882352941176471,0.6666666666666666,0.6,0.0,0.75,1,1,0,0,1
0.2008693689948297,0.14058506106213092,0.038962567202630756,0.13581406624041695,0.07962328767123288,0.5882352941176471,0.6666666666666666,0.4,0.5,0.5,1,0,1,0,1
0.19928977778830512,0.13197008425652604,0.048591326077704514,0.2021150874215933,0.10637842465753425,0.6470588235294118,0.6666666666666666,0.4,0.5,0.5,1,0,0,0,1
0.20263898621119097,0.1252485089465018,0.03333067913434451,0.14166237386745856,0.07138270547945205,0.6470588235294118,0.6666666666666666,0.4,0.5,0.5,1,0,0,0,1
0.19930165441397266,0.12331723942056291,0.040400744157617074,0.1674191691160874,0.08818493150684932,0.5882352941176471,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.07517904013110052,0.05267442961298859,0.04987316610959172,0.14054119572134177,0.10894691780821918,0.7058823529411765,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.06681789569946898,0.06346681813890133,0.059144375230708195,0.12957183115663162,0.12992294520547945,0.7058823529411765,0.8333333333333334,0.6,0.5,0.5,1,1,0,0,1
0.08473972374966773,0.07658809050467151,0.029874236994501667,0.14275324990151814,0.06357020547945205,0.7647058823529411,0.8333333333333334,0.6,0.0,0.5,1,1,0,0,1
0.09235264076770455,0.06325854397435247,0.03632378711544416,0.19653949880306656,0.06785102739726027,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.08742384113820968,0.05827889804035927,0.05819170190000758,0.19760007272506894,0.12564212328767124,0.7647058823529411,0.8333333333333334,0.6,0.0,0.5,1,1,0,0,1
0.15361227568025296,0.15283536873988557,0.026236603582647,0.22059937577649164,0.048159246575342464,0.6470588235294118,0.8333333333333334,0.6,0.0,0.5,1,0,1,0,1
0.15160512595163808,0.15181293193232048,0.023885719703699338,0.1656919487288264,0.05051369863013699,0.6470588235294118,0.6666666666666666,0.6,0.0,0.75,1,1,0,0,1
0.1461537547951346,0.14963552021201262,0.03202751345740256,0.13078391563892003,0.06892123287671233,0.6470588235294118,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.14269765674174725,0.14815866704552969,0.06654782605760624,0.13078391563892003,0.15560787671232876,0.6470588235294118,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.14824404090308466,0.14217551831861236,0.04524772575036353,0.13029908184600467,0.0977097602739726,0.6470588235294118,0.6666666666666666,0.6,0.0,0.5,1,1,0,0,1
0.14993052174011076,0.1428382088423481,0.023333400838972354,0.13326868882761128,0.04901541095890411,0.6470588235294118,0.8333333333333334,0.6,0.0,0.5,1,1,0,0,1
0.08362332094206723,0.12117769573034425,0.09076854249495318,0.2855974061392079,0.3097174657534247,0.7058823529411765,0.8333333333333334,0.8,0.0,0.75,1,0,1,0,1
0.0900723286500022,0.1187920098457566,0.08979162850296733,0.20878155207417956,0.22945205479452055,0.7058823529411765,0.6666666666666666,0.6,0.5,0.5,1,0,0,0,1
0.09209135500420024,0.11689860834990691,0.09400252286983654,0.2079936971606921,0.24550513698630136,0.7058823529411765,0.6666666666666666,0.8,0.0,0.75,1,1,0,0,1
0.09797028468270962,0.1468711540281474,0.08523576497850406,0.21605405896791005,0.1759417808219178,0.6470588235294118,0.8333333333333334,0.8,0.5,0.5,1,1,0,0,1
0.09226950438836937,0.15857237527216486,0.07749516951126224,0.20878155207417956,0.15154109589041095,0.6470588235294118,0.6666666666666666,0.6,0.5,0.5,1,0,1,0,1
0.09335027731922042,0.16224557417413477,0.0714652283056054,0.2727190085148935,0.1390196917808219,0.6470588235294118,0.6666666666666666,0.6,0.5,0.5,1,0,1,0,1
0.12026271095856078,0.16595664110592484,0.04227625025813236,0.24456834641374503,0.0839041095890411,0.7058823529411765,0.8333333333333334,0.8,0.5,0.5,1,1,0,0,1
0.10747158517319233,0.14751491053697308,0.07023302026059018,0.23999272749310627,0.12992294520547945,0.7058823529411765,0.6666666666666666,0.6,0.5,0.5,1,0,1,0,1
0.11169966389150945,0.14300861497680775,0.052134298173021246,0.16875246204660466,0.11065924657534247,0.6470588235294118,0.5,0.6,0.0,0.5,1,0,0,0,1
0.10317224670129194,0.13492379058976098,0.03150158316065698,0.22372049331838428,0.06324914383561644,0.7058823529411765,0.5,0.6,0.0,0.75,1,1,0,0,1
0.10320787657812576,0.12433967622839709,0.04481055002674144,0.2569619102451441,0.08047945205479452,0.7058823529411765,0.5,0.6,0.0,0.5,1,0,1,0,1
0.10525065618357449,0.12454795039294593,0.03357247205956943,0.19435774673494743,0.059075342465753425,0.7058823529411765,0.6666666666666666,0.6,0.0,0.5,1,0,1,0,1
0.11206783928551523,0.13206475433134543,0.08195115537435406,0.1712069331232387,0.19627568493150685,0.7058823529411765,0.6666666666666666,0.6,0.0,0.5,1,0,1,0,1
0.11602275561466051,0.13946795417974642,0.06192936639514057,0.16387382200539377,0.1331335616438356,0.6470588235294118,0.5,0.6,0.0,0.5,1,1,0,0,1
0.12350502975094518,0.15317618100934302,0.049646331820286486,0.23596254658949728,0.09738869863013698,0.6470588235294118,0.6666666666666666,0.6,0.0,0.5,1,1,0,0,1
0.08321951567122762,0.09629840007582642,0.06941558834079424,0.19799400018181268,0.1481164383561644,0.7058823529411765,0.6666666666666666,0.6,0.0,0.75,1,1,0,0,1
0.08139051532678186,0.08715327085112533,0.04017352631354467,0.19799400018181268,0.0759845890410959,0.7058823529411765,0.6666666666666666,0.6,0.0,0.75,1,0,1,0,1
0.09287521229462878,0.08118905613938715,0.07095533059812757,0.19799400018181268,0.13741438356164384,0.7058823529411765,0.6666666666666666,0.6,0.0,0.75,1,0,0,0,1
0.11266167056610711,0.11686074032008678,0.021451374307415158,0.17075240144238055,0.04708904109589041,0.6470588235294118,0.5,0.6,0.0,0.5,1,1,0,0,1
0.11172341714267574,0.10763987503547637,0.06383432950177463,0.1666313142025999,0.17701198630136986,0.5882352941176471,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.1200370550718903,0.05536305973694448,0.0321944364920756,0.15202569619102452,0.06795804794520548,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.11003693630564966,0.04227965540099442,0.03386520105787473,0.08402775673464441,0.07534246575342465,0.7058823529411765,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.10340977921354556,0.0568777809335166,0.05381012566174704,0.13584436835247415,0.1404109589041096,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.10449055214431224,0.05824103001053914,0.035558518643983544,0.13675343171419047,0.0764126712328767,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.09702015463361072,0.02544731610343418,0.05307745934549601,0.08360352716584346,0.13955479452054795,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.09709141438736275,0.0471835652750783,0.02445852039299328,0.08423987151904488,0.053189212328767124,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.09824344707179708,0.048471078292191515,0.021431736303335974,0.08263385958001272,0.04794520547945205,0.7647058823529411,0.5,0.6,0.0,0.5,1,1,0,0,1
0.10185394125818725,0.045157625674589086,0.02097354177847288,0.08399745462258719,0.047196061643835614,0.7647058823529411,0.5,0.6,0.0,0.5,1,1,0,0,1
0.09551182318075375,0.031771277099270794,0.053403097342824626,0.08599739401836308,0.1267123287671233,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.09994180453449068,0.037281075452091146,0.05307745934549601,0.08399745462258719,0.13613013698630136,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.07025024050169004,0.1265928240083452,0.06742578291966185,0.14605618011575408,0.16738013698630136,0.8235294117647058,0.8333333333333334,0.6,0.0,0.5,1,1,0,0,1
0.07593914417036277,0.12822114929464679,0.03939368276093154,0.21256931608133087,0.08283390410958905,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.06117649853321323,0.15847770519734547,0.055532746832067756,0.15644980455137722,0.12029109589041095,0.7647058823529411,0.8333333333333334,0.6,0.5,0.5,1,1,0,0,1
0.05477499732777963,0.14475054435310786,0.07117679512069242,0.14884397442501743,0.1717679794520548,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.05368234777134542,0.13484805453012072,0.07420963937567103,0.21987212508711856,0.18086472602739725,0.7647058823529411,1.0,0.8,0.0,0.5,1,1,0,0,1
0.055713250751210995,0.13407175991665551,0.037738260385819275,0.13608678524893186,0.08133561643835617,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.017423009774440803,0.1457540471457629,0.049876311258682526,0.1796612223872004,0.1015625,0.8235294117647058,0.6666666666666666,0.6,0.5,0.5,1,1,0,0,1
0.012517963396196617,0.14499668654747683,0.08120445095362455,0.2313566255568013,0.16523972602739725,0.8235294117647058,0.6666666666666666,0.6,0.5,0.5,1,0,1,0,1
0.01579591206541484,0.13320079522864,0.052694825109765704,0.20847853095360747,0.1016695205479452,0.8235294117647058,0.6666666666666666,0.6,0.5,0.5,1,0,1,0,1
0.021104763714498632,0.13715800435479902,0.05427100506998033,0.29750613617769156,0.1055222602739726,0.8235294117647058,0.5,0.6,0.5,0.5,1,0,1,0,1
0.013444340194044842,0.11633058790125962,0.08254313380200658,0.2453258992151753,0.17465753424657535,0.8235294117647058,0.5,0.6,0.5,0.5,1,0,1,0,1
0.01760115915860993,0.10559500142007709,0.05080466721714447,0.2266597981879337,0.10273972602739725,0.8235294117647058,0.5,0.6,0.5,0.5,1,1,0,0,1
0.018931341227297758,0.10748840291592678,0.05412617478989637,0.2173267476743129,0.11065924657534247,0.7647058823529411,0.5,0.6,0.0,0.5,1,1,0,0,1
0.03796957208518138,0.12680109817289406,0.056097646293157964,0.14457137662495076,0.11279965753424658,0.7647058823529411,0.6666666666666666,0.6,0.5,0.5,1,0,1,0,1
0.02745875841751527,0.1380100350279045,0.06590222667350315,0.27644616829793034,0.13366866438356165,0.8235294117647058,0.5,0.6,0.5,0.5,1,0,0,0,1
0.039869832183294804,0.14961658619710255,0.08227096333922167,0.17050998454592284,0.17487157534246575,0.8235294117647058,0.6666666666666666,0.6,0.5,0.5,1,1,0,0,1
0.04313590422684549,0.04443813310612315,0.032799072227044784,0.25659828490045755,0.06528253424657535,0.8235294117647058,0.5,0.4,0.5,0.5,1,0,1,0,1
0.0449767811968744,0.04729716936480775,0.05348448766441842,0.11478440047271295,0.140625,0.7647058823529411,0.5,0.4,0.5,0.5,1,1,0,0,1
0.04927611966885918,0.08014768531664292,0.02749458650801614,0.10896639495772856,0.0604666095890411,0.7647058823529411,0.5,0.4,0.5,0.5,1,1,0,0,1
0.03476288316963081,0.06645839250222545,0.02946966342608915,0.10311808733068695,0.0627140410958904,0.8235294117647058,0.5,0.4,0.5,0.5,1,1,0,0,1
0.03225691516525798,0.04890656063619927,0.02783464616459041,0.1251174206842217,0.061001712328767124,0.8235294117647058,0.5,0.4,0.5,0.5,1,1,0,0,1
0.045677502108052145,0.07316103379733963,0.034083060165628155,0.0959667888851853,0.0742722602739726,0.7647058823529411,0.5,0.4,0.5,0.5,1,1,0,0,1
0.04174633903015754,0.06096752816431515,0.04525071747754747,0.0988757916426775,0.09439212328767123,0.8235294117647058,0.5,0.4,0.5,0.5,1,1,0,0,1
0.03666314326774423,0.05880905045918642,0.05473318856442201,0.11942062361746614,0.1566780821917808,0.8235294117647058,0.5,0.4,0.5,0.5,1,1,0,0,1
0.03851589686335629,0.052901637792447505,0.02732436490234542,0.10754219569103966,0.060038527397260275,0.8235294117647058,0.5,0.4,0.5,0.5,1,1,0,0,1
0.038622786493857766,0.06441351888682617,0.041650135456201574,0.10860276961304204,0.09246575342465753,0.8235294117647058,0.5,0.4,0.5,0.5,1,1,0,0,1
0.06479886934518655,0.09701789264429235,0.041116227220298826,0.12584467137359473,0.09139554794520548,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.06817183101932311,0.11564896336261382,0.06766519780533031,0.173267476743129,0.15881849315068494,0.7647058823529411,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.05307663986508601,0.09042885543890762,0.06934117871596297,0.11154207448259143,0.1834332191780822,0.7647058823529411,0.8333333333333334,0.6,0.0,0.5,1,1,0,0,1
0.05553510136695748,0.09775631922766835,0.06854307795643247,0.15175297718250963,0.1663099315068493,0.8235294117647058,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.1596456014916808,0.07655022247485138,0.023335011768994475,0.09896669797884912,0.05051369863013699,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.16672407035712586,0.08124585818438641,0.022961352714815985,0.09896669797884912,0.05179794520547945,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.168149265430732,0.08211682287240193,0.021551712234507227,0.09896669797884912,0.048159246575342464,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.1615696148410449,0.07166524661567757,0.027057410784394047,0.07636132238417018,0.061964897260273974,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.16018004964427254,0.07083214995748217,0.047298669801383066,0.07636132238417018,0.10573630136986302,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.15617762681262592,0.0676891034743394,0.01774239970886659,0.08036120117572194,0.04045376712328767,0.7058823529411765,0.5,0.4,0.5,0.5,1,1,0,0,1
0.1628285371559807,0.06831392596798594,0.03310698999413008,0.07636132238417018,0.07534246575342465,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.1723654675233816,0.06774590551933866,0.028527806339822773,0.07805824065937396,0.06346318493150685,0.5882352941176471,0.5,0.4,0.5,0.5,1,1,0,0,1
0.18295941757029852,0.06715895105551224,0.05553405091827614,0.07805824065937396,0.15132705479452055,0.5882352941176471,0.5,0.4,0.5,0.5,1,1,0,0,1
0.17420634449341052,0.07975007100272435,0.020395678166252273,0.07945213781400563,0.04601883561643835,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.18078599508309764,0.07768626337214594,0.05553405091827614,0.07575528014302597,0.1372003424657534,0.5882352941176471,0.5,0.4,0.5,0.5,1,1,0,0,1
0.17719925414787374,0.07656915648976144,0.05018254138479227,0.0989060937547347,0.11386986301369863,0.5882352941176471,0.5,0.4,0.5,0.5,1,1,0,0,1
0.16526324540668585,0.043131686074099874,0.042984982756911885,0.07805824065937396,0.09514126712328767,0.7058823529411765,0.5,0.4,0.5,0.5,1,1,0,0,1
0.16670031710587518,0.04379437659756655,0.05417726428488361,0.07805824065937396,0.12778253424657535,0.7058823529411765,0.5,0.4,0.5,0.5,1,1,0,0,1
0.17395693535548937,0.04763798163399612,0.0298611194214644,0.07805824065937396,0.06613869863013698,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.17541776030592934,0.048508946322011644,0.025972257637112393,0.07805824065937396,0.0586472602739726,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.17531087067542786,0.054492095048928955,0.056252372286234954,0.08642162358716403,0.13741438356164384,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.16491882326393076,0.04900123071101866,0.037378716147072694,0.07772491742674464,0.0839041095890411,0.7058823529411765,0.5,0.4,0.5,0.5,1,1,0,0,1
0.1605957315407797,0.0471835652750783,0.05417726428488361,0.14157146753128694,0.12628424657534246,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.15705649710805716,0.05329925210636607,0.01615302546466126,0.08642162358716403,0.037457191780821915,0.7058823529411765,0.5,0.4,0.5,0.5,1,1,0,0,1
0.165678927303193,0.05981255325211053,0.01744844333530634,0.07805824065937396,0.03981164383561644,0.7058823529411765,0.5,0.4,0.5,0.5,1,1,0,0,1
0.16420622572716986,0.05932026886310351,0.05417726428488361,0.07999757583103542,0.1331335616438356,0.7058823529411765,0.5,0.4,0.5,0.5,1,1,0,0,1
0.16522761552985205,0.06359935624354085,0.05285461402576936,0.07999757583103542,0.11943493150684932,0.6470588235294118,0.5,0.4,0.5,0.5,1,1,0,0,1
0.6467060178861854,0.45316671400183417,0.21981815208222677,0.931153601406018,0.4597602739726027,0.29411764705882354,0.0,0.0,0.0,0.0,0,1,0,0,0
0.6541289088943856,0.4973019028685891,0.4910024188497837,5.7513408684585315e-05,1.0,0.29411764705882354,0.0,0.0,0.0,0.0,0,1,0,0,0
0.64911697288564,0.4465966108113595,0.048880296239291535,0.3528377927941578,0.10209760273972603,0.29411764705882354,0.0,0.0,0.0,0.0,0,1,0,0,0
0.5563486502215127,0.37192085581744777,0.08130202728639298,0.36826156783127784,0.16523972602739725,0.29411764705882354,0.0,0.0,0.0,0.0,0,1,0,0,0
0.5714557180014173,0.43161980497955976,0.44901935785567726,8.299748795491046e-05,0.848994006849315,0.29411764705882354,0.0,0.0,0.0,0.0,0,1,0,0,0
0.7378591194669544,0.11739089273891393,0.023256689885538053,0.1493894124420472,0.04452054794520548,0.23529411764705882,0.5,0.4,0.5,0.5,1,1,0,0,1
0.7347711968075727,0.10479977279197089,0.03440984882725829,0.19878185509530014,0.0764126712328767,0.29411764705882354,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.7425741398353619,0.10355012780467782,0.059432424860854004,0.34998939426077996,0.1331335616438356,0.29411764705882354,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.7389636456489717,0.09857048187068461,0.027297822912457154,0.2954455925578013,0.05586472602739726,0.29411764705882354,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.7283103124740546,0.09217078481493866,0.027359498519018335,0.22253871094815308,0.05554366438356165,0.29411764705882354,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.7163505504816161,0.10177033039855758,0.05796179917256497,0.37498863670797855,0.1695205479452055,0.29411764705882354,0.6666666666666666,0.4,0.5,0.5,1,0,1,0,1
0.721338733239111,0.10688251443719031,0.026175234819899557,0.157570982697494,0.0567208904109589,0.29411764705882354,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.715436050309351,0.11167282022154472,0.058247624185061186,0.15999515166207084,0.14169520547945205,0.29411764705882354,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.7298423971780779,0.11087759159343853,0.031479030140347294,0.2954455925578013,0.06785102739726027,0.29411764705882354,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
0.7319801897884449,0.12030673104232872,0.022381341195899216,0.1957516438895791,0.0488013698630137,0.29411764705882354,0.6666666666666666,0.4,0.5,0.5,1,0,1,0,1
0.7241772467606559,0.12407460001911805,0.02775141478011419,0.1519650919669101,0.0507277397260274,0.29411764705882354,0.6666666666666666,0.4,0.5,0.5,1,1,0,0,1
