RecordID,MAK,DocumentTypeCode,PropertyAddress,Suite,City,State,ZipCode,ZipCodePlus4,Latitude,Longitude,FIPSCode,APN,CensusKey,RecordingDate,SalesPrice
129,4222848639,DTGD,2 Crestview Dr,,Rancho Santa Margarita,CA,92688,5549,33.593571,-117.621152,06059,780-102-02,060590320653001,08-22-2005,1050000
130,3112002339,DTGD,10 Crestview Dr,,Rancho Santa Margarita,CA,92688,5549,33.592649,-117.620769,06059,780-102-05,060590320653001,06-14-2013,736500
131,4355167014,DTGD,12 Crestview Dr,,Rancho Santa Margarita,CA,92688,5549,33.592470,-117.620797,06059,780-102-06,060590320653001,03-12-1997,287000
132,5965386199,DTGD,16 Crestview Dr,,Rancho Santa Margarita,CA,92688,5549,33.592117,-117.620841,06059,780-102-08,060590320653001,03-14-1997,275000
133,3621464503,DTGD,18 Crestview Dr,,Rancho Santa Margarita,CA,92688,5549,33.591947,-117.620875,06059,780-102-09,060590320653001,05-23-1997,244000
134,9942948520,DTGD,20 Crestview Dr,,Rancho Santa Margarita,CA,92688,5549,33.591777,-117.620915,06059,780-102-10,060590320653001,05-14-1997,287500
135,3317418800,DTGD,12 Summit Ct,,Rancho Santa Margarita,CA,92688,5544,33.587324,-117.623208,06059,780-111-05,060590320653001,06-12-2006,1450000
136,5664125710,DTGD,10 Summit Ct,,Rancho Santa Margarita,CA,92688,5544,33.587501,-117.623208,06059,780-111-06,060590320653001,06-04-2020,1326500
137,7014581778,DTGD,2 Summit Ct,,Rancho Santa Margarita,CA,92688,5544,33.588216,-117.623547,06059,780-111-10,060590320653001,05-31-2007,1410000
138,9822440276,DTGD,1 Shasta Ct,,Rancho Santa Margarita,CA,92688,5545,33.588437,-117.622994,06059,780-111-12,060590320653001,02-21-1997,415500
139,2793343667,DTGD,11 Shasta Ct,,Rancho Santa Margarita,CA,92688,5545,33.587645,-117.622592,06059,780-111-17,060590320653001,08-10-2009,900000
140,5959217868,DTGD,12 Shasta Ct,,Rancho Santa Margarita,CA,92688,5545,33.587727,-117.622026,06059,780-111-18,060590320653001,07-12-2016,987000
141,7745989662,DTGD,10 Shasta Ct,,Rancho Santa Margarita,CA,92688,5545,33.587912,-117.622067,06059,780-111-19,060590320653001,10-21-2019,1175000
142,1782922862,DTGD,2 Shasta Ct,,Rancho Santa Margarita,CA,92688,5545,33.588523,-117.622515,06059,780-111-23,060590320653001,05-29-1997,400000
143,5503337702,DTGD,11 Chaparral Ct,,Rancho Santa Margarita,CA,92688,5546,33.588532,-117.621851,06059,780-111-25,060590320653001,05-16-2003,825000
144,3434473180,DTGD,19 Chaparral Ct,,Rancho Santa Margarita,CA,92688,5546,33.588038,-117.621503,06059,780-111-28,060590320653001,11-18-2015,1150000
145,4747188649,DTGD,21 Chaparral Ct,,Rancho Santa Margarita,CA,92688,5546,33.588052,-117.621233,06059,780-111-29,060590320653001,07-16-1998,380000
146,5757822943,DTGD,20 Chaparral Ct,,Rancho Santa Margarita,CA,92688,5546,33.588167,-117.620743,06059,780-111-31,060590320653001,04-30-1997,496000
147,1154116939,DTGD,18 Chaparral Ct,,Rancho Santa Margarita,CA,92688,5546,33.588443,-117.621121,06059,780-111-32,060590320653001,07-30-1997,388000
148,6617579340,DTGD,12 Chaparral Ct,,Rancho Santa Margarita,CA,92688,5546,33.588597,-117.621283,06059,780-111-33,060590320653001,02-13-1997,448000
149,7469772318,DTGD,15 Chaparral Ct,,Rancho Santa Margarita,CA,92688,5546,33.588362,-117.621790,06059,780-111-38,060590320653001,01-24-1997,387000
150,6953745467,DTGD,1 Chaparral Ct,,Rancho Santa Margarita,CA,92688,5553,33.589553,-117.621489,06059,780-122-12,060590320653004,09-25-1997,418500
151,2024407037,DTGD,2 Chaparral Ct,,Rancho Santa Margarita,CA,92688,5553,33.589715,-117.621372,06059,780-122-13,060590320653004,04-30-2008,910000
152,7203040336,DTGD,10 Hillside Dr,,Rancho Santa Margarita,CA,92688,5554,33.589792,-117.621896,06059,780-122-17,060590320653004,07-15-1997,248500
153,6703245999,DTGD,12 Hillside Dr,,Rancho Santa Margarita,CA,92688,5554,33.589688,-117.622055,06059,780-122-18,060590320653004,08-31-2001,520000
154,8961122010,DTGD,18 Hillside Dr,,Rancho Santa Margarita,CA,92688,5554,33.589573,-117.622186,06059,780-122-19,060590320653004,09-15-1997,291500
155,7460428551,DTGD,20 Hillside Dr,,Rancho Santa Margarita,CA,92688,5554,33.589452,-117.622308,06059,780-122-20,060590320653004,09-29-1997,322000
156,3007819852,DTGD,21 Hillside Dr,,Rancho Santa Margarita,CA,92688,5554,33.589572,-117.622758,06059,780-122-29,060590320653004,09-28-2000,510000
157,9198184756,DTGD,19 Hillside Dr,,Rancho Santa Margarita,CA,92688,5554,33.589719,-117.622633,06059,780-122-30,060590320653004,09-29-1997,274000
158,4825512327,DTGD,17 Hillside Dr,,Rancho Santa Margarita,CA,92688,5554,33.589833,-117.622520,06059,780-122-31,060590320653004,10-03-1997,334000
159,1550618890,DTGD,15 Hillside Dr,,Rancho Santa Margarita,CA,92688,5554,33.589950,-117.622377,06059,780-122-32,060590320653004,07-22-1997,265000
160,4373067956,DTGD,11 Hillside Dr,,Rancho Santa Margarita,CA,92688,5554,33.590052,-117.622242,06059,780-122-33,060590320653004,07-18-1997,318500
161,2056189762,DTGD,1 Hillside Dr,,Rancho Santa Margarita,CA,92688,5554,33.590682,-117.621518,06059,780-122-38,060590320653004,07-22-1997,260500
162,6150776673,DTGD,2 Ledgewood Dr,,Rancho Santa Margarita,CA,92688,5538,33.590897,-117.623915,06059,780-141-01,060590320653005,05-20-1997,338000
163,9278167923,DTGD,10 Ledgewood Dr,,Rancho Santa Margarita,CA,92688,5538,33.590315,-117.624304,06059,780-141-05,060590320653005,05-29-1997,325000
164,8846667505,DTGD,12 Ledgewood Dr,,Rancho Santa Margarita,CA,92688,5538,33.590161,-117.624415,06059,780-141-06,060590320653005,05-30-1997,353500
165,3776220264,DTGD,18 Ledgewood Dr,,Rancho Santa Margarita,CA,92688,5538,33.590013,-117.624522,06059,780-141-07,060590320653005,10-23-2013,890000
166,2394495981,DTGD,20 Ledgewood Dr,,Rancho Santa Margarita,CA,92688,5538,33.589844,-117.624640,06059,780-141-08,060590320653005,07-14-1997,326000
167,8708628525,DTGD,21 Ledgewood Dr,,Rancho Santa Margarita,CA,92688,5542,33.589851,-117.625168,06059,780-141-21,060590320653005,12-08-2016,1010000
168,2980922099,DTGD,19 Ledgewood Dr,,Rancho Santa Margarita,CA,92688,5542,33.590022,-117.625103,06059,780-141-22,060590320653005,09-23-2014,906000
169,5250072915,DTGD,17 Ledgewood Dr,,Rancho Santa Margarita,CA,92688,5542,33.590234,-117.624989,06059,780-141-23,060590320653005,03-26-1997,352000
170,9744896509,DTGD,15 Ledgewood Dr,,Rancho Santa Margarita,CA,92688,5542,33.590389,-117.624856,06059,780-141-24,060590320653005,06-13-2006,1085000
171,8493242202,DTGD,11 Ledgewood Dr,,Rancho Santa Margarita,CA,92688,5542,33.590531,-117.624753,06059,780-141-25,060590320653005,05-28-1997,381000
172,3047951733,DTGD,21 Sunny Slope,,Rancho Santa Margarita,CA,92688,5556,33.590044,-117.623682,06059,780-151-01,060590320653004,05-23-1997,222000
173,1769127470,DTGD,19 Sunny Slope,,Rancho Santa Margarita,CA,92688,5556,33.590174,-117.623561,06059,780-151-02,060590320653004,05-29-1997,240500
